Submission ID	Description	Project	Lab	Assay	Data Type	Experimental Factor	Treatment	Organism	Cell Line	Strain	Tissue	Stage/Treatment	Date Data Submitted	Release Date	Status	GFF Files	GEO/SRA IDs
753	Dm Canton-S Embryo 6-10h smallRNA RNA-Seq (2)	Lai	Lai	RNA-seq	RNA profiling	Version=3		Drosophila melanogaster		Canton-S	whole organism	embryo: embryonic stage 11-13	6/13/08	4/8/09	released		GSM286611
754	Dm Canton-S Embryo 6-10h smallRNA RNA-Seq	Lai	Lai	RNA-seq	RNA profiling	Version=3		Drosophila melanogaster		Canton-S	whole organism	embryo: embryonic stage 11-13	6/13/08	4/3/09	released		GSM286607
755	Dm Canton-S Embryo 0-1h smallRNA RNA-Seq	Lai	Lai	RNA-seq	RNA profiling	Version=3		Drosophila melanogaster		Canton-S	whole organism	embryo: embryonic stage	6/13/08	4/6/09	released		GSM286604
756 deprecated by 773	Lai_GSM280082	Lai	Lai	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	ovary	adult: adult stage	3/6/09	9/29/09	replaced		
757	Dm Canton-S Pupae 2-4d smallRNA RNA-Seq	Lai	Lai	RNA-seq	RNA profiling			Drosophila melanogaster		Canton-S	whole organism	pupae: pharate adult stage P10, pharate adult stage P11, pharate adult stage P12, pharate adult stage P13, pharate adult stage P14, pharate adult stage P15, pharate adult stage P8, pharate adult stage P9	10/9/08	3/24/09	released		GSM322219
758	Dm Canton-S Pupae 2-4d smallRNA RNA-Seq (2)	Lai	Lai	RNA-seq	RNA profiling			Drosophila melanogaster		Canton-S	whole organism	pupae: pharate adult stage P10, pharate adult stage P11, pharate adult stage P12, pharate adult stage P13, pharate adult stage P14, pharate adult stage P15, pharate adult stage P8, pharate adult stage P9	10/9/08	4/3/09	released		GSM322338
762	Dm Canton-S 1st Instar Larvae smallRNA RNA-Seq	Lai	Lai	RNA-seq	RNA profiling			Drosophila melanogaster		Canton-S	whole organism	larva: first instar larval stage	7/2/09	7/2/09	released		GSM360256
763	Dm_y[1]cn[1] bw[1] sp[1]_embryo_6-8h_TotalRNA_p200_230-232_38bp	Celniker	Gingeras	tiling array: RNA	transcription	Array=38bp;ArrayPlatform=Affymetrix;Version=2		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: extended germ band stage, late extended germ band stage, embryonic stage 11-12	8/4/08	3/2/09	released	Dro2_AS_Dm_emb_8h_760.gff	GSE23230, GSM571126, GSM571126, GSM571127
764	E4-8_H3K9Me3	White	White	ChIP-chip	chromatin modification	Target=H3K9Me3,His3:CG33806;AbName=H3K9Me3;Array=160bp;ArrayPlatform=Agilent		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 9-12	3/6/09	5/4/09	released	E4-8_K9Me3.dcc.gff	GSM384723
765	Pupae_H3K9Me3	White	White	ChIP-chip	chromatin modification	Target=H3K9Me3,His3:CG33806;AbName=H3K9Me3;Array=160bp;ArrayPlatform=Agilent		Drosophila melanogaster		y; cn bw sp	whole organism	pupae: pupal stage	9/4/09	5/4/09	released	Pupae_K9Me3.dcc.gff	
767	E12-16_H3K27Me3	White	White	ChIP-chip	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3;Array=160bp;ArrayPlatform=Agilent		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 15-16	3/8/09	4/8/09	released	E12-16_K27Me3.dcc.gff	GSM384787
768	E4-8_H3K27Me3	White	White	ChIP-chip	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3;Array=160bp;ArrayPlatform=Agilent		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 9-12	2/2/09	4/8/09	released	E4-8_K27Me3.dcc.gff	GSM384778
769	E0-12_dCTCF C-term ChIP-chip	White	White	ChIP-chip	chromatin	Target=CTCF;AbName=CTCF-C;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 1-15	9/4/09	1/27/09	released	CTCF_C_1fdr.gff	GSM409069
770	E0-12_dCTCF N-term ChIP-chip	White	White	ChIP-chip	chromatin	Target=CTCF;AbName=CTCF-N;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 1-15	9/4/09	1/27/09	released	CTCF_N_1fdr.gff	GSM409070
771	E0-4_H3K4me3 new	White	White	ChIP-chip	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3;Array=160bp;ArrayPlatform=Agilent		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 1-9	8/11/08	8/11/08	released	E0-4_H3K4Me3_merged_dcc.gff	
772	Dm Oregon-R Adult Male Testis smallRNA RNA-Seq	Lai	Hannon	RNA-seq	RNA profiling	Version=2		Drosophila melanogaster		Oregon-R-modENCODE	testis	adult: adult stage	7/2/08	9/29/09	released		GSM280085
773	Dm y[1]; cn[1] bw[1] sp[1] Ovary smallRNA RNA-Seq	Lai	Hannon	RNA-seq	RNA profiling	Version=2		Drosophila melanogaster		y; cn bw sp	ovary	adult: adult stage	11/8/08	9/29/09	released		GSM280082
774	Dm Loqs[f00791] Ovary smallRNA RNA-Seq	Lai	Hannon	RNA-seq	RNA profiling			Drosophila melanogaster		w[1118]; PBac{w[+mC]=WH}loqs[f00791]/CyO	ovary	adult: adult stage	11/8/08	9/29/09	released		GSM280084
777	E0-4_H3K4Me1_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 1-9	9/4/09	10/14/09	released	E0-4_H3K4Me1_input__tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401409
778	E4-8_H3K4Me1_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 9-12	9/4/09	10/12/09	released	E4-8_H3K4Me1__input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401406
779	E8-12_H3K4Me1_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 12-15	9/4/09	10/15/09	released	E8-12_H3K4Me1_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3	GSM432593
780	E12-16_H3K4Me1_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 15-16	9/4/09	10/7/09	released	E12-16_H3K4Me1_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3	GSM432591
781	E16-20_H3K4Me1_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 17	9/4/09	10/12/09	released	E16-20_H3K4Me1_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401403
782	E20-24_H3K4Me1_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 17	9/4/09	10/14/09	released	E20-24_H3K4Me1_density.bed.gff3	GSM439464
783	L1_H3K4Me1_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1		Drosophila melanogaster		y; cn bw sp	whole organism	larva: first instar larval stage	9/4/09	10/12/09	released	L1_H3K4Me1_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3	GSM432588
784	L2_H3K4Me1_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1		Drosophila melanogaster		y; cn bw sp	whole organism	larva: second instar larval stage	9/4/09	10/12/09	released	L2_H3K4Me1_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401421
785	L3_H3K4Me1_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1		Drosophila melanogaster		y; cn bw sp	whole organism	larva: third instar larval stage	9/4/09	10/12/09	released	L3_H3K4Me1_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401418
786	Pupae_H3K4Me1_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1		Drosophila melanogaster		y; cn bw sp	whole organism	pupae: pupal stage	9/4/09	10/12/09	released	Pupae_H3K4Me1_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401415
787	AdultFemale_H3K4Me1_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1		Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	9/4/09	10/13/09	released	AdultFemale_H3K4Me1_density.bed.gff3	GSM439465
788	AdultMale_H3K4Me1_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1		Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	9/4/09	10/12/09	released	AdultMale_H3K4Me1_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401411
789	E0-4_H3K4Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 1-9	9/4/09	10/12/09	released	E0-4_H3K4Me3_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3	GSM400656
790	E4-8_H3K4Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 9-12	9/4/09	10/13/09	released	E4-8_H3K4Me3_input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM400674
791	E8-12_H3K4Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 12-15	9/4/09	10/15/09	released	E8-12_H3K4Me3_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3	GSM432585
792	E12-16_H3K4Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 15-16	9/4/09	10/13/09	released	E12-16_H3K4Me3_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3	GSM432580
793	E16-20_H3K4Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 17	9/4/09	10/13/09	released	E16-20_H3K4Me3_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM400658
794	E20-24_H3K4Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 17	9/4/09	10/13/09	released	E20-24_H3K4Me3_input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM400672
795	L1_H3K4Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3		Drosophila melanogaster		y; cn bw sp	whole organism	larva: first instar larval stage	9/4/09	10/13/09	released	L1_H3K4Me3_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM400662
796	L2_H3K4Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3		Drosophila melanogaster		y; cn bw sp	whole organism	larva: second instar larval stage	9/4/09	10/13/09	released	L2_H3K4Me3_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM400668
797	L3_H3K4Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3		Drosophila melanogaster		y; cn bw sp	whole organism	larva: third instar larval stage	9/4/09	10/13/09	released	L3_H3K4Me3_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM400660
798	Pupae_H3K4Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3		Drosophila melanogaster		y; cn bw sp	whole organism	pupae: pupal stage	9/4/09	10/13/09	released	Pupae_H3K4Me3_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM400664
799	AdultFemale_H3K4Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3		Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	9/4/09	10/7/09	released	AdultFemale_H3K4Me3_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM400670
800	AdultMale_H3K4Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3		Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	9/4/09	10/7/09	released	AdultMale_H3K4Me3_Input_tag36_mfold4_250_peaks.bed.gff3	GSM400666
801	E0-4_H3K9Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Me3;AbName=H3K9Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 1-9	9/4/09	10/13/09	released	E0-4_H3K9Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439457
802	E4-8_H3K9Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Me3;AbName=H3K9Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 9-12	9/4/09	10/13/09	released	E4-8_H3K9Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439456
803	E8-12_H3K9Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Me3;AbName=H3K9Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 12-15	9/4/09	10/15/09	released	E8-12_H3K9Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439455
804	E12-16_H3K9Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Me3;AbName=H3K9Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 15-16	9/4/09	10/13/09	released	E12-16_H3K9Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439454
805	E16-20_H3K9Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Me3;AbName=H3K9Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 17	9/4/09	10/13/09	released	E16-20_H3K9Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439453
806	E20-24_H3K9Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Me3;AbName=H3K9Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 17	9/4/09	10/13/09	released	E20-24_H3K9Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439452
807	L1_H3K9Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Me3;AbName=H3K9Me3		Drosophila melanogaster		y; cn bw sp	whole organism	larva: first instar larval stage	9/4/09	10/13/09	released	L1_H3K9Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439451
808	L2_H3K9Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Me3;AbName=H3K9Me3		Drosophila melanogaster		y; cn bw sp	whole organism	larva: second instar larval stage	9/4/09	10/13/09	released	L2_H3K9Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439450
809	Pupae_H3K9Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Me3;AbName=H3K9Me3		Drosophila melanogaster		y; cn bw sp	whole organism	pupae: pupal stage	9/4/09	10/13/09	released	Pupae_H3K9Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439449
810	E0-4_H3K27Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 1-9	9/4/09	10/14/09	released	E0-4_H3K27Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439448
811	E4-8_H3K27Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 9-12	9/4/09	10/13/09	released	E4-8_H3K27Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439447
812	E8-12_H3K27Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 12-15	9/4/09	10/15/09	released	E8-12_H3K27Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439446
813	E12-16_H3K27Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 15-16	9/4/09	10/14/09	released	E12-16_H3K27Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439445
814	E16-20_H3K27Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 17	9/4/09	10/13/09	released	E16-20_H3K27Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439444
815	E20-24_H3K27Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 17	9/4/09	10/14/09	released	E20-24_H3K27Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439443
816	L1_H3K27Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3		Drosophila melanogaster		y; cn bw sp	whole organism	larva: first instar larval stage	9/4/09	10/13/09	released	L1_H3K27Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439442
817	L2_H3K27Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3		Drosophila melanogaster		y; cn bw sp	whole organism	larva: second instar larval stage	9/4/09	10/15/09	released	L2_H3K27Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439441
818	L3_H3K27Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3		Drosophila melanogaster		y; cn bw sp	whole organism	larva: third instar larval stage	9/4/09	10/13/09	released	L3_H3K27Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439440
819	Pupae_H3K27Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3		Drosophila melanogaster		y; cn bw sp	whole organism	pupae: pupal stage	9/4/09	10/13/09	released	Pupae_H3K27Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439439
820	AdultMale_H3K27Me3_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3		Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	9/4/09	10/12/09	released	AdultMale_H3K27Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3	GSM439438
821	E0-4_H3K9Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 1-9	9/4/09	10/12/09	released	E0-4_H3K9Ac_input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401408
822	E4-8_H3K9Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 9-12	9/4/09	10/13/09	released	E4-8_H3K9Ac_input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401405
823	E8-12_H3K9Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 12-15	9/4/09	10/15/09	released	E8-12_H3K9Ac_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3	GSM432592
824	E12-16_H3K9Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 15-16	9/4/09	10/14/09	released	E12-16_H3K9Ac_density.bed.gff3	GSM439458
825	E16-20_H3K9Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 17	9/4/09	10/13/09	released	E16-20_H3K9Ac_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401402
826	E20-24_H3K9Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 17	9/4/09	10/13/09	released	E20-24_H3K9Ac_input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401424
827	L1_H3K9Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac		Drosophila melanogaster		y; cn bw sp	whole organism	larva: first instar larval stage	9/4/09	10/13/09	released	L1_H3K9Ac_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401422
828	L2_H3K9Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac		Drosophila melanogaster		y; cn bw sp	whole organism	larva: second instar larval stage	9/4/09	10/13/09	released	L2_H3K9Ac_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401420
829	L3_H3K9Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac		Drosophila melanogaster		y; cn bw sp	whole organism	larva: third instar larval stage	9/4/09	10/13/09	released	L3_H3K9Ac_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401417
830	Pupae_H3K9Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac		Drosophila melanogaster		y; cn bw sp	whole organism	pupae: pupal stage	9/4/09	10/13/09	released	Pupae_H3K9Ac_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401414
831	AdultFemale_H3K9Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac		Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	9/4/09	10/13/09	released	AdultFemale_H3K9Ac_density.bed.gff3	GSM439459
832	AdultMale_H3K9Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac		Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	9/4/09	10/12/09	released	AdultMale_H3K9Ac_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3	GSM432579
834	E0-4_H3K27Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Ac;AbName=H3K27Ac		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 1-9	9/4/09	9/4/09	released	E0-4_H3K27Ac_input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401407
835	E4-8_H3K27Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Ac;AbName=H3K27Ac		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 9-12	9/4/09	9/4/09	released	E4-8_H3K27Ac_input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3	GSM401404
836	E8-12_H3K27Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Ac;AbName=H3K27Ac		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 12-15	9/4/09	10/14/09	released	E8-12_H3K27Ac_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3	GSM432583
837	E12-16_H3K27Ac_chip-seq	White	White	ChIP-seq	chromatin modification	Target=H3K27Ac;AbName=H3K27Ac		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 15-16	9/4/09	10/13/09	released	E12-16_H3K27Ac_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3	GSM432582
